Membership No	Year	Bundle Name	On Trial	Trial Expiration Date	Amount
1051454	2015	BLOOD-ONLY	N		1100
1051454	2016	BLOOD-ONLY	N		1100
1051742	2013	ASH-ALL	N		1500
1051742	2014	ASH-ALL	N		1500
1051742	2015	ASH-ALL	N		1500
1051742	2016	ASH-ALL	N		1500
1321820	2014	BLOOD-ONLY	N		1100
1321820	2015	BLOOD-ONLY	N		1100
1321820	2016	BLOOD-ONLY	N		1100
1049793	2013	BLOOD-ONLY	N		1100
1049793	2014	BLOOD-ONLY	N		1100
1049793	2015	BLOOD-ONLY	N		1100
1049793	2016	BLOOD-ONLY	N		1100
1080987	2013	BLOOD-ONLY	N		1100
1080987	2014	BLOOD-ONLY	N		1100
1080987	2015	BLOOD-ONLY	N		1100
1080987	2016	BLOOD-ONLY	N		1100
151798	2013	BLOOD-ARCHIVE-ONLY	N		750
151798	2014	BLOOD-ARCHIVE-ONLY	N		750
151798	2015	BLOOD-ARCHIVE-ONLY	N		750
151798	2016	BLOOD-ARCHIVE-ONLY	N		750
154606	2013	ASH-ALL	N		1500
154606	2014	ASH-ALL	N		1500
154606	2015	ASH-ALL	N		1500
154606	2016	ASH-ALL	N		1500
160733	2013	BLOOD-ARCHIVE-ONLY	N		750
160733	2014	BLOOD-ARCHIVE-ONLY	N		750
160733	2015	BLOOD-ARCHIVE-ONLY	N		750
160733	2016	BLOOD-ARCHIVE-ONLY	N		750
1049935	2013	ASH-ALL	N		1500
1049935	2014	ASH-ALL	N		1500
1049935	2015	ASH-ALL	N		1500
1049935	2016	ASH-ALL	N		1500
1055445	2013	ASH-ALL	N		1500
1055445	2014	ASH-ALL	N		1500
1055445	2015	ASH-ALL	N		1500
1055445	2016	ASH-ALL	N		1500
1060807	2013	ASH-ALL	N		1500
1060807	2014	ASH-ALL	N		1500
1060807	2015	ASH-ALL	N		1500
1060807	2016	ASH-ALL	N		1500
1066852	2013	BLOOD-ONLY	N		1100
1066852	2014	BLOOD-ONLY	N		1100
1066852	2015	BLOOD-ONLY	N		1100
1066852	2016	BLOOD-ONLY	N		1100
144318	2013	ASH-ALL	N		1500
144318	2014	ASH-ALL	N		1500
144318	2015	ASH-ALL	N		1500
144318	2016	ASH-ALL	N		1500
411913	2013	BLOOD-ONLY	N		1100
411913	2014	BLOOD-ONLY	N		1100
411913	2015	BLOOD-ONLY	N		1100
411913	2016	BLOOD-ONLY	N		1100
455737	2013	BLOOD-ONLY	N		1100
455737	2014	BLOOD-ONLY	N		1100
455737	2015	BLOOD-ONLY	N		1100
455737	2016	BLOOD-ONLY	N		1100
517255	2013	BLOOD-ARCHIVE-ONLY	N		750
517255	2014	BLOOD-ARCHIVE-ONLY	N		750
517255	2015	BLOOD-ARCHIVE-ONLY	N		750
517255	2016	BLOOD-ARCHIVE-ONLY	N		750
1047822	2016	ASH-ALL	N		1500
1049555	2015	ASH-ALL	N		1500
1049555	2016	ASH-ALL	N		1500
137957	2013	BLOOD-ONLY	N		1100
137957	2014	BLOOD-ONLY	N		1100
137957	2015	BLOOD-ONLY	N		1100
137957	2016	BLOOD-ONLY	N		1100
142711	2013	BLOOD-ONLY	N		1100
142711	2014	BLOOD-ONLY	N		1100
142711	2015	BLOOD-ONLY	N		1100
142711	2016	BLOOD-ONLY	N		1100
1050444	2013	ASH-ALL	N		1500
1050444	2014	ASH-ALL	N		1500
1050444	2015	ASH-ALL	N		1500
1050444	2016	ASH-ALL	N		1500
1051104	2013	ASH-ALL	N		1500
1051104	2014	ASH-ALL	N		1500
1051104	2015	ASH-ALL	N		1500
1051104	2016	ASH-ALL	N		1500
1242773	2014	BLOOD-ONLY	N		1100
1242773	2015	BLOOD-ONLY	N		1100
1242773	2016	BLOOD-ONLY	N		1100
319681	2013	ASH-ALL	N		1500
319681	2014	ASH-ALL	N		1500
319681	2015	ASH-ALL	N		1500
319681	2016	ASH-ALL	N		1500
416633	2013	BLOOD-ARCHIVE-ONLY	N		750
416633	2014	BLOOD-ARCHIVE-ONLY	N		750
416633	2015	BLOOD-ARCHIVE-ONLY	N		750
416633	2016	BLOOD-ARCHIVE-ONLY	N		750
502316	2013	ASH-ALL	N		1500
502316	2014	ASH-ALL	N		1500
502316	2015	ASH-ALL	N		1500
502316	2016	ASH-ALL	N		1500
1050673	2013	BLOOD-ARCHIVE-ONLY	N		750
1050673	2014	BLOOD-ARCHIVE-ONLY	N		750
1050673	2015	BLOOD-ARCHIVE-ONLY	N		750
1050673	2016	BLOOD-ARCHIVE-ONLY	N		750
1049430	2015	BLOOD-ONLY	N		1100
1049430	2016	BLOOD-ONLY	N		1100
1057349	2013	ASH-ALL	N		1500
1057349	2014	ASH-ALL	N		1500
1057349	2015	ASH-ALL	N		1500
1057349	2016	ASH-ALL	N		1500
1061622	2013	BLOOD-ARCHIVE-ONLY	N		750
1061622	2014	BLOOD-ARCHIVE-ONLY	N		750
1061622	2015	BLOOD-ARCHIVE-ONLY	N		750
1061622	2016	BLOOD-ARCHIVE-ONLY	N		750
1242361	2014	BLOOD-ONLY	N		1100
1242361	2015	BLOOD-ONLY	N		1100
1242361	2016	BLOOD-ONLY	N		1100
1051636	2013	ASH-ALL	N		1500
1051636	2014	ASH-ALL	N		1500
1051636	2015	ASH-ALL	N		1500
1051636	2016	ASH-ALL	N		1500
1075852	2013	ASH-ALL	N		1500
1075852	2014	ASH-ALL	N		1500
1075852	2015	ASH-ALL	N		1500
1075852	2016	ASH-ALL	N		1500
445584	2013	BLOOD-ONLY	N		1100
445584	2014	BLOOD-ONLY	N		1100
445584	2015	BLOOD-ONLY	N		1100
445584	2016	BLOOD-ONLY	N		1100
1048044	2016	BLOOD-ARCHIVE-ONLY	N		750
1051549	2013	ASH-ALL	N		1500
1051549	2014	ASH-ALL	N		1500
1051549	2015	ASH-ALL	N		1500
1051549	2016	ASH-ALL	N		1500
159166	2013	ASH-ALL	N		1500
159166	2014	ASH-ALL	N		1500
159166	2015	ASH-ALL	N		1500
159166	2016	ASH-ALL	N		1500
327271	2013	ASH-ALL	N		1500
327271	2014	ASH-ALL	N		1500
327271	2015	ASH-ALL	N		1500
327271	2016	ASH-ALL	N		1500
432276	2013	BLOOD-ARCHIVE-ONLY	N		750
432276	2014	BLOOD-ARCHIVE-ONLY	N		750
432276	2015	BLOOD-ARCHIVE-ONLY	N		750
432276	2016	BLOOD-ARCHIVE-ONLY	N		750
1048612	2013	BLOOD-ONLY	N		1100
1048612	2014	BLOOD-ONLY	N		1100
1048612	2015	BLOOD-ONLY	N		1100
1048612	2016	BLOOD-ONLY	N		1100
1047517	2013	BLOOD-ARCHIVE-ONLY	N		750
1047517	2014	BLOOD-ARCHIVE-ONLY	N		750
1047517	2015	BLOOD-ARCHIVE-ONLY	N		750
1047517	2016	BLOOD-ARCHIVE-ONLY	N		750
1051632	2013	BLOOD-ONLY	N		1100
1051632	2014	BLOOD-ONLY	N		1100
1051632	2015	BLOOD-ONLY	N		1100
1051632	2016	BLOOD-ONLY	N		1100
1049444	2015	BLOOD-ONLY	N		1100
1049444	2016	BLOOD-ONLY	N		1100
138009	2013	BLOOD-ARCHIVE-ONLY	N		750
138009	2014	BLOOD-ARCHIVE-ONLY	N		750
138009	2015	BLOOD-ARCHIVE-ONLY	N		750
138009	2016	BLOOD-ARCHIVE-ONLY	N		750
532929	2013	BLOOD-ONLY	N		1100
532929	2014	BLOOD-ONLY	N		1100
532929	2015	BLOOD-ONLY	N		1100
532929	2016	BLOOD-ONLY	N		1100
144602	2013	BLOOD-ONLY	N		1100
144602	2014	BLOOD-ONLY	N		1100
144602	2015	BLOOD-ONLY	N		1100
144602	2016	BLOOD-ONLY	N		1100
516172	2013	ASH-ALL	N		1500
516172	2014	ASH-ALL	N		1500
516172	2015	ASH-ALL	N		1500
516172	2016	ASH-ALL	N		1500
1047607	2013	ASH-ALL	N		1500
1047607	2014	ASH-ALL	N		1500
1047607	2015	ASH-ALL	N		1500
1047607	2016	ASH-ALL	N		1500
1047761	2014	ASH-ALL	N		1500
1047761	2015	ASH-ALL	N		1500
1047761	2016	ASH-ALL	N		1500
1077182	2013	BLOOD-ONLY	N		1100
1077182	2014	BLOOD-ONLY	N		1100
1077182	2015	BLOOD-ONLY	N		1100
1077182	2016	ASH-ALL	N		1500
311103	2013	BLOOD-ARCHIVE-ONLY	N		750
311103	2014	BLOOD-ARCHIVE-ONLY	N		750
311103	2015	BLOOD-ARCHIVE-ONLY	N		750
311103	2016	BLOOD-ARCHIVE-ONLY	N		750
1051604	2013	BLOOD-ONLY	N		1100
1051604	2014	BLOOD-ONLY	N		1100
1051604	2015	BLOOD-ONLY	N		1100
1051604	2016	BLOOD-ONLY	N		1100
1063001	2015	BLOOD-ONLY	N		1100
1063001	2016	BLOOD-ONLY	N		1100
1081723	2013	BLOOD-ONLY	N		1100
1081723	2014	BLOOD-ONLY	N		1100
1081723	2015	BLOOD-ONLY	N		1100
1081723	2016	BLOOD-ONLY	N		1100
1048309	2013	BLOOD-ONLY	N		1100
1048309	2014	BLOOD-ONLY	N		1100
1048309	2015	BLOOD-ONLY	N		1100
1048309	2016	BLOOD-ONLY	N		1100
1049451	2013	ASH-ALL	N		1500
1049451	2014	ASH-ALL	N		1500
1049451	2015	ASH-ALL	N		1500
1049451	2016	ASH-ALL	N		1500
1050501	2013	BLOOD-ARCHIVE-ONLY	N		750
1050501	2014	BLOOD-ARCHIVE-ONLY	N		750
1050501	2015	BLOOD-ARCHIVE-ONLY	N		750
1050501	2016	BLOOD-ARCHIVE-ONLY	N		750
1054930	2013	ASH-ALL	N		1500
1054930	2014	ASH-ALL	N		1500
1054930	2015	ASH-ALL	N		1500
1054930	2016	ASH-ALL	N		1500
1081292	2013	BLOOD-ARCHIVE-ONLY	N		750
1081292	2014	BLOOD-ARCHIVE-ONLY	N		750
1081292	2015	BLOOD-ARCHIVE-ONLY	N		750
1081292	2016	BLOOD-ARCHIVE-ONLY	N		750
1047588	2013	BLOOD-ARCHIVE-ONLY	N		750
1047588	2014	BLOOD-ARCHIVE-ONLY	N		750
1047588	2015	BLOOD-ARCHIVE-ONLY	N		750
1047588	2016	BLOOD-ARCHIVE-ONLY	N		750
1125974	2013	BLOOD-ONLY	N		1100
1125974	2014	BLOOD-ONLY	N		1100
1125974	2015	BLOOD-ONLY	N		1100
1125974	2016	BLOOD-ONLY	N		1100
368847	2013	BLOOD-ONLY	N		1100
368847	2014	BLOOD-ONLY	N		1100
368847	2015	BLOOD-ONLY	N		1100
368847	2016	BLOOD-ONLY	N		1100
1049371	2013	BLOOD-ONLY	N		1100
1049371	2014	BLOOD-ONLY	N		1100
1049371	2015	BLOOD-ONLY	N		1100
1049371	2016	BLOOD-ONLY	N		1100
1062007	2013	ASH-ALL	N		1500
1062007	2014	ASH-ALL	N		1500
1062007	2015	ASH-ALL	N		1500
1062007	2016	ASH-ALL	N		1500
1080197	2013	ASH-ALL	N		1500
1080197	2014	ASH-ALL	N		1500
1080197	2015	ASH-ALL	N		1500
1080197	2016	ASH-ALL	N		1500
1080203	2013	BLOOD-ONLY	N		1100
1080203	2014	BLOOD-ONLY	N		1100
1080203	2015	BLOOD-ONLY	N		1100
1080203	2016	BLOOD-ONLY	N		1100
1047751	2015	ASH-ALL	N		1500
1047751	2016	ASH-ALL	N		1500
1367663	2015	ASH-ALL	N		1500
1367663	2016	ASH-ALL	N		1500
1047619	2013	ASH-ALL	N		1500
1047619	2014	ASH-ALL	N		1500
1047619	2015	ASH-ALL	N		1500
1047619	2016	ASH-ALL	N		1500
1051088	2013	ASH-ALL	N		1500
1051088	2014	ASH-ALL	N		1500
1051088	2015	ASH-ALL	N		1500
1051088	2016	ASH-ALL	N		1500
1058901	2013	BLOOD-ONLY	N		1100
1058901	2014	BLOOD-ONLY	N		1100
1058901	2015	BLOOD-ONLY	N		1100
1058901	2016	BLOOD-ONLY	N		1100
1086749	2013	BLOOD-ARCHIVE-ONLY	N		750
1086749	2014	BLOOD-ARCHIVE-ONLY	N		750
1086749	2015	BLOOD-ARCHIVE-ONLY	N		750
1086749	2016	BLOOD-ARCHIVE-ONLY	N		750
157320	2013	BLOOD-ONLY	N		1100
157320	2014	BLOOD-ONLY	N		1100
157320	2015	BLOOD-ONLY	N		1100
157320	2016	BLOOD-ONLY	N		1100
507728	2013	BLOOD-ONLY	N		1100
507728	2014	BLOOD-ONLY	N		1100
507728	2015	BLOOD-ONLY	N		1100
507728	2016	BLOOD-ONLY	N		1100
1049442	2014	ASH-ALL	N		1500
1049442	2015	ASH-ALL	N		1500
1049442	2016	ASH-ALL	N		1500
1256401	2014	BLOOD-ARCHIVE-ONLY	N		750
1256401	2015	BLOOD-ARCHIVE-ONLY	N		750
1256401	2016	BLOOD-ARCHIVE-ONLY	N		750
1373342	2016	BLOOD-ARCHIVE-ONLY	N		750
1050471	2013	ASH-ALL	N		1500
1050471	2014	ASH-ALL	N		1500
1050471	2015	ASH-ALL	N		1500
1050471	2016	ASH-ALL	N		1500
1057377	2013	ASH-ALL	N		1500
1057377	2014	ASH-ALL	N		1500
1057377	2015	ASH-ALL	N		1500
1057377	2016	ASH-ALL	N		1500
1049433	2013	BLOOD-ARCHIVE-ONLY	N		750
1049433	2014	BLOOD-ARCHIVE-ONLY	N		750
1049433	2015	BLOOD-ARCHIVE-ONLY	N		750
1049433	2016	BLOOD-ARCHIVE-ONLY	N		750
136954	2013	BLOOD-ARCHIVE-ONLY	N		750
136954	2014	BLOOD-ARCHIVE-ONLY	N		750
136954	2015	BLOOD-ARCHIVE-ONLY	N		750
136954	2016	BLOOD-ARCHIVE-ONLY	N		750
1047643	2013	BLOOD-ARCHIVE-ONLY	N		750
1047643	2014	BLOOD-ARCHIVE-ONLY	N		750
1047643	2015	BLOOD-ARCHIVE-ONLY	N		750
1047643	2016	BLOOD-ARCHIVE-ONLY	N		750
1050366	2013	BLOOD-ONLY	N		1100
1050366	2014	BLOOD-ONLY	N		1100
1050366	2015	BLOOD-ONLY	N		1100
1050366	2016	BLOOD-ONLY	N		1100
1050834	2013	ASH-ALL	N		1500
1050834	2014	ASH-ALL	N		1500
1050834	2015	ASH-ALL	N		1500
1050834	2016	ASH-ALL	N		1500
1050839	2013	BLOOD-ARCHIVE-ONLY	N		750
1050839	2014	BLOOD-ARCHIVE-ONLY	N		750
1050839	2015	BLOOD-ARCHIVE-ONLY	N		750
1050839	2016	BLOOD-ARCHIVE-ONLY	N		750
1058172	2015	ASH-ALL	N		1500
1058172	2016	ASH-ALL	N		1500
1388486	2016	BLOOD-ONLY	N		1100
1051460	2013	ASH-ALL	N		1500
1051460	2014	ASH-ALL	N		1500
1051460	2015	ASH-ALL	N		1500
1051460	2016	ASH-ALL	N		1500
1050581	2013	ASH-ALL	N		1500
1050581	2014	ASH-ALL	N		1500
1050581	2015	ASH-ALL	N		1500
1050581	2016	ASH-ALL	N		1500
1051527	2016	ASH-ALL	N		1500
1125912	2013	BLOOD-ONLY	N		1100
1125912	2014	BLOOD-ONLY	N		1100
1125912	2015	BLOOD-ONLY	N		1100
1125912	2016	BLOOD-ONLY	N		1100
1050720	2013	ASH-ALL	N		1500
1050720	2014	ASH-ALL	N		1500
1050720	2015	ASH-ALL	N		1500
1050720	2016	ASH-ALL	N		1500
1322627	2015	ASH-ALL	N		1500
1322627	2016	ASH-ALL	N		1500
1051672	2013	BLOOD-ARCHIVE-ONLY	N		750
1051672	2014	BLOOD-ARCHIVE-ONLY	N		750
1051672	2015	BLOOD-ARCHIVE-ONLY	N		750
1051672	2016	BLOOD-ARCHIVE-ONLY	N		750
1047809	2013	BLOOD-ONLY	N		1100
1047809	2014	BLOOD-ONLY	N		1100
1047809	2015	BLOOD-ONLY	N		1100
1047809	2016	BLOOD-ONLY	N		1100
1326199	2015	ASH-ALL	N		1500
1326199	2016	ASH-ALL	N		1500
200125914	2013	BLOOD-ARCHIVE-ONLY	N		750
200125914	2014	BLOOD-ARCHIVE-ONLY	N		750
200125914	2015	BLOOD-ARCHIVE-ONLY	N		750
200125914	2016	BLOOD-ARCHIVE-ONLY	N		750
315104	2013	ASH-ALL	N		1500
315104	2014	ASH-ALL	N		1500
315104	2015	ASH-ALL	N		1500
315104	2016	ASH-ALL	N		1500
1051378	2013	BLOOD-ONLY	N		1100
1051378	2014	BLOOD-ONLY	N		1100
1051378	2015	BLOOD-ONLY	N		1100
1051378	2016	BLOOD-ONLY	N		1100
1125961	2013	BLOOD-ONLY	N		1100
1125961	2014	BLOOD-ONLY	N		1100
1125961	2015	BLOOD-ONLY	N		1100
1125961	2016	ASH-ALL	N		1500
144817	2013	ASH-ALL	N		1500
144817	2014	ASH-ALL	N		1500
144817	2015	ASH-ALL	N		1500
144817	2016	ASH-ALL	N		1500
1052246	2013	BLOOD-ARCHIVE-ONLY	N		750
1052246	2014	BLOOD-ARCHIVE-ONLY	N		750
1052246	2015	BLOOD-ARCHIVE-ONLY	N		750
1052246	2016	BLOOD-ARCHIVE-ONLY	N		750
1050040	2013	BLOOD-ARCHIVE-ONLY	N		750
1050040	2014	BLOOD-ARCHIVE-ONLY	N		750
1050040	2015	BLOOD-ARCHIVE-ONLY	N		750
1050040	2016	BLOOD-ARCHIVE-ONLY	N		750
449392	2013	BLOOD-ONLY	N		1100
449392	2014	BLOOD-ONLY	N		1100
449392	2015	BLOOD-ONLY	N		1100
449392	2016	BLOOD-ONLY	N		1100
1059175	2013	BLOOD-ARCHIVE-ONLY	N		750
1059175	2014	BLOOD-ARCHIVE-ONLY	N		750
1059175	2015	BLOOD-ARCHIVE-ONLY	N		750
1059175	2016	BLOOD-ARCHIVE-ONLY	N		750
1323387	2015	BLOOD-ONLY	N		1100
1323387	2016	BLOOD-ONLY	N		1100
154286	2013	BLOOD-ONLY	N		1100
154286	2014	BLOOD-ONLY	N		1100
154286	2015	BLOOD-ONLY	N		1100
154286	2016	BLOOD-ONLY	N		1100
447069	2013	BLOOD-ONLY	N		1100
447069	2014	BLOOD-ONLY	N		1100
447069	2015	BLOOD-ONLY	N		1100
447069	2016	BLOOD-ONLY	N		1100
1049396	2013	ASH-ALL	N		1500
1049396	2014	ASH-ALL	N		1500
1049396	2015	ASH-ALL	N		1500
1049396	2016	ASH-ALL	N		1500
1169941	2014	BLOOD-ARCHIVE-ONLY	N		750
1169941	2015	BLOOD-ARCHIVE-ONLY	N		750
1169941	2016	BLOOD-ARCHIVE-ONLY	N		750
1050959	2013	BLOOD-ARCHIVE-ONLY	N		750
1050959	2014	BLOOD-ARCHIVE-ONLY	N		750
1050959	2015	BLOOD-ARCHIVE-ONLY	N		750
1050959	2016	BLOOD-ARCHIVE-ONLY	N		750
369067	2013	BLOOD-ARCHIVE-ONLY	N		750
369067	2014	BLOOD-ARCHIVE-ONLY	N		750
369067	2015	BLOOD-ARCHIVE-ONLY	N		750
369067	2016	BLOOD-ARCHIVE-ONLY	N		750
1050125	2013	BLOOD-ONLY	N		1100
1050125	2014	BLOOD-ONLY	N		1100
1050125	2015	BLOOD-ONLY	N		1100
1050125	2016	BLOOD-ONLY	N		1100
1125980	2013	BLOOD-ONLY	N		1100
1125980	2014	BLOOD-ONLY	N		1100
1125980	2015	BLOOD-ONLY	N		1100
1125980	2016	BLOOD-ONLY	N		1100
1294295	2014	BLOOD-ARCHIVE-ONLY	N		750
1294295	2015	BLOOD-ARCHIVE-ONLY	N		750
1294295	2016	BLOOD-ARCHIVE-ONLY	N		750
505531	2013	BLOOD-ARCHIVE-ONLY	N		750
505531	2014	BLOOD-ARCHIVE-ONLY	N		750
505531	2015	BLOOD-ARCHIVE-ONLY	N		750
505531	2016	BLOOD-ARCHIVE-ONLY	N		750
1111368	2013	BLOOD-ONLY	N		1100
1111368	2014	BLOOD-ONLY	N		1100
1111368	2015	BLOOD-ONLY	N		1100
1111368	2016	BLOOD-ONLY	N		1100
1109117	2013	BLOOD-ONLY	N		1100
1109117	2014	BLOOD-ONLY	N		1100
1109117	2015	BLOOD-ONLY	N		1100
1109117	2016	BLOOD-ONLY	N		1100
140281	2013	ASH-ALL	N		1500
140281	2014	ASH-ALL	N		1500
140281	2015	ASH-ALL	N		1500
140281	2016	ASH-ALL	N		1500
IUMS	2013	BLOOD-ONLY	N		1100
IUMS	2014	BLOOD-ONLY	N		1100
IUMS	2015	BLOOD-ONLY	N		1100
IUMS	2016	BLOOD-ONLY	N		1100
1049408	2013	ASH-ALL	N		1500
1049408	2014	ASH-ALL	N		1500
1049408	2015	ASH-ALL	N		1500
1049408	2016	ASH-ALL	N		1500
1087858	2013	BLOOD-ONLY	N		1100
1087858	2014	BLOOD-ONLY	N		1100
1087858	2015	BLOOD-ONLY	N		1100
1087858	2016	BLOOD-ONLY	N		1100
1323155	2015	ASH-ALL	N		1500
1323155	2016	ASH-ALL	N		1500
521117	2013	BLOOD-ONLY	N		1100
521117	2014	BLOOD-ONLY	N		1100
521117	2015	BLOOD-ONLY	N		1100
521117	2016	BLOOD-ONLY	N		1100
1046221	2013	ASH-ALL	N		1500
1046221	2014	ASH-ALL	N		1500
1046221	2015	ASH-ALL	N		1500
1046221	2016	ASH-ALL	N		1500
449563	2013	BLOOD-ARCHIVE-ONLY	N		750
449563	2014	BLOOD-ARCHIVE-ONLY	N		750
449563	2015	BLOOD-ARCHIVE-ONLY	N		750
449563	2016	BLOOD-ARCHIVE-ONLY	N		750
450176	2013	ASH-ALL	N		1500
450176	2014	ASH-ALL	N		1500
450176	2015	ASH-ALL	N		1500
450176	2016	ASH-ALL	N		1500
1084727	2013	BLOOD-ARCHIVE-ONLY	N		750
1084727	2014	BLOOD-ARCHIVE-ONLY	N		750
1084727	2015	BLOOD-ARCHIVE-ONLY	N		750
1084727	2016	BLOOD-ARCHIVE-ONLY	N		750
1264616	2014	BLOOD-ONLY	N		1100
1264616	2015	BLOOD-ONLY	N		1100
1264616	2016	BLOOD-ONLY	N		1100
1050698	2013	BLOOD-ARCHIVE-ONLY	N		750
1050698	2014	BLOOD-ARCHIVE-ONLY	N		750
1050698	2015	BLOOD-ARCHIVE-ONLY	N		750
1050698	2016	BLOOD-ARCHIVE-ONLY	N		750
1051669	2013	BLOOD-ONLY	N		1100
1051669	2014	BLOOD-ONLY	N		1100
1051669	2015	BLOOD-ONLY	N		1100
1051669	2016	BLOOD-ONLY	N		1100
149413	2013	ASH-ALL	N		1500
149413	2014	ASH-ALL	N		1500
149413	2015	ASH-ALL	N		1500
149413	2016	ASH-ALL	N		1500
1328922	2015	ASH-ALL	N		1500
1328922	2016	ASH-ALL	N		1500
404339	2013	BLOOD-ARCHIVE-ONLY	N		750
404339	2014	BLOOD-ARCHIVE-ONLY	N		750
404339	2015	BLOOD-ARCHIVE-ONLY	N		750
404339	2016	BLOOD-ARCHIVE-ONLY	N		750
1050263	2013	BLOOD-ONLY	N		1100
1050263	2014	BLOOD-ONLY	N		1100
1050263	2015	BLOOD-ONLY	N		1100
1050263	2016	BLOOD-ONLY	N		1100
1302682	2014	ASH-ALL	N		1500
1302682	2015	ASH-ALL	N		1500
1302682	2016	ASH-ALL	N		1500
145731	2013	BLOOD-ONLY	N		1100
145731	2014	BLOOD-ONLY	N		1100
145731	2015	BLOOD-ONLY	N		1100
145731	2016	BLOOD-ONLY	N		1100
445915	2013	BLOOD-ONLY	N		1100
445915	2014	BLOOD-ONLY	N		1100
445915	2015	BLOOD-ONLY	N		1100
445915	2016	BLOOD-ONLY	N		1100
1049349	2013	ASH-ALL	N		1500
1049349	2014	ASH-ALL	N		1500
1049349	2015	ASH-ALL	N		1500
1049349	2016	ASH-ALL	N		1500
1050652	2013	BLOOD-ONLY	N		1100
1050652	2014	BLOOD-ONLY	N		1100
1050652	2015	BLOOD-ONLY	N		1100
1050652	2016	BLOOD-ONLY	N		1100
310871	2013	BLOOD-ONLY	N		1100
310871	2014	BLOOD-ONLY	N		1100
310871	2015	BLOOD-ONLY	N		1100
310871	2016	BLOOD-ONLY	N		1100
1061146	2013	ASH-ALL	N		1500
1061146	2014	ASH-ALL	N		1500
1061146	2015	ASH-ALL	N		1500
1061146	2016	ASH-ALL	N		1500
145729	2013	BLOOD-ONLY	N		1100
145729	2014	BLOOD-ONLY	N		1100
145729	2015	BLOOD-ONLY	N		1100
145729	2016	BLOOD-ONLY	N		1100
1044039	2013	BLOOD-ARCHIVE-ONLY	N		750
1044039	2014	BLOOD-ARCHIVE-ONLY	N		750
1044039	2015	BLOOD-ARCHIVE-ONLY	N		750
1044039	2016	BLOOD-ARCHIVE-ONLY	N		750
154051	2013	ASH-ALL	N		1500
154051	2014	ASH-ALL	N		1500
154051	2015	ASH-ALL	N		1500
154051	2016	ASH-ALL	N		1500
335586	2013	BLOOD-ONLY	N		1100
335586	2014	BLOOD-ONLY	N		1100
335586	2015	BLOOD-ONLY	N		1100
335586	2016	BLOOD-ONLY	N		1100
1050765	2014	ASH-ALL	N		1500
1050765	2015	ASH-ALL	N		1500
1050765	2016	ASH-ALL	N		1500
1050365	2013	BLOOD-ARCHIVE-ONLY	N		750
1050365	2014	BLOOD-ARCHIVE-ONLY	N		750
1050365	2015	BLOOD-ARCHIVE-ONLY	N		750
1050365	2016	BLOOD-ARCHIVE-ONLY	N		750
1048525	2013	BLOOD-ONLY	N		1100
1048525	2014	BLOOD-ONLY	N		1100
1048525	2015	BLOOD-ONLY	N		1100
1048525	2016	BLOOD-ONLY	N		1100
1051423	2014	ASH-ALL	N		1500
1051423	2015	ASH-ALL	N		1500
1051423	2016	ASH-ALL	N		1500
1331277	2015	ASH-ALL	N		1500
1331277	2016	ASH-ALL	N		1500
1049434	2014	BLOOD-ONLY	N		1100
1049434	2015	BLOOD-ONLY	N		1100
1049434	2016	BLOOD-ONLY	N		1100
1050556	2013	ASH-ALL	N		1500
1050556	2014	ASH-ALL	N		1500
1050556	2015	ASH-ALL	N		1500
1050556	2016	ASH-ALL	N		1500
1050742	2013	BLOOD-ONLY	N		1100
1050742	2014	BLOOD-ONLY	N		1100
1050742	2015	BLOOD-ONLY	N		1100
1050742	2016	BLOOD-ONLY	N		1100
1051461	2013	BLOOD-ONLY	N		1100
1051461	2014	BLOOD-ONLY	N		1100
1051461	2015	BLOOD-ONLY	N		1100
1051461	2016	BLOOD-ONLY	N		1100
139497	2013	ASH-ALL	N		1500
139497	2014	ASH-ALL	N		1500
139497	2015	ASH-ALL	N		1500
139497	2016	ASH-ALL	N		1500
452149	2013	BLOOD-ARCHIVE-ONLY	N		750
452149	2014	BLOOD-ARCHIVE-ONLY	N		750
452149	2015	BLOOD-ARCHIVE-ONLY	N		750
452149	2016	BLOOD-ARCHIVE-ONLY	N		750
1050639	2013	ASH-ALL	N		1500
1050639	2014	ASH-ALL	N		1500
1050639	2015	ASH-ALL	N		1500
1050639	2016	ASH-ALL	N		1500
156543	2013	BLOOD-ARCHIVE-ONLY	N		750
156543	2014	BLOOD-ARCHIVE-ONLY	N		750
156543	2015	BLOOD-ARCHIVE-ONLY	N		750
156543	2016	BLOOD-ARCHIVE-ONLY	N		750
1079539	2013	BLOOD-ONLY	N		1100
1079539	2014	BLOOD-ONLY	N		1100
1079539	2015	BLOOD-ONLY	N		1100
1079539	2016	BLOOD-ONLY	N		1100
1050796	2014	BLOOD-ONLY	N		1100
1050796	2015	BLOOD-ONLY	N		1100
1050796	2016	BLOOD-ONLY	N		1100
1058007	2013	BLOOD-ARCHIVE-ONLY	N		750
1058007	2014	BLOOD-ARCHIVE-ONLY	N		750
1058007	2015	BLOOD-ARCHIVE-ONLY	N		750
1058007	2016	BLOOD-ARCHIVE-ONLY	N		750
520411	2013	BLOOD-ARCHIVE-ONLY	N		750
520411	2014	BLOOD-ARCHIVE-ONLY	N		750
520411	2015	BLOOD-ARCHIVE-ONLY	N		750
520411	2016	BLOOD-ARCHIVE-ONLY	N		750
122326	2013	ASH-ALL	N		1500
