Membership No	Year	Bundle Name	On Trial	Trial Expiration Date	Amount
1047768	2014	BLOOD-ARCHIVE-ONLY	N		750
1047768	2015	BLOOD-ARCHIVE-ONLY	N		750
1047768	2016	BLOOD-ARCHIVE-ONLY	N		750
1051662	2013	ASH-ALL	N		1500
1051662	2014	ASH-ALL	N		1500
1051662	2015	ASH-ALL	N		1500
1051662	2016	ASH-ALL	N		1500
1052419	2013	BLOOD-ONLY	N		1100
1052419	2014	BLOOD-ONLY	N		1100
1052419	2015	BLOOD-ONLY	N		1100
1052419	2016	BLOOD-ONLY	N		1100
1086447	2013	BLOOD-ARCHIVE-ONLY	N		750
1086447	2014	BLOOD-ARCHIVE-ONLY	N		750
1086447	2015	BLOOD-ARCHIVE-ONLY	N		750
1086447	2016	BLOOD-ARCHIVE-ONLY	N		750
1050218	2013	BLOOD-ARCHIVE-ONLY	N		750
1050218	2014	BLOOD-ARCHIVE-ONLY	N		750
1050218	2015	BLOOD-ARCHIVE-ONLY	N		750
1050218	2016	BLOOD-ARCHIVE-ONLY	N		750
452014	2013	BLOOD-ONLY	N		1100
452014	2014	BLOOD-ONLY	N		1100
452014	2015	BLOOD-ONLY	N		1100
452014	2016	BLOOD-ONLY	N		1100
1068940	2013	BLOOD-ONLY	N		1100
1068940	2014	BLOOD-ONLY	N		1100
1068940	2015	BLOOD-ONLY	N		1100
1068940	2016	BLOOD-ONLY	N		1100
1051121	2013	BLOOD-ONLY	N		1100
1051121	2014	BLOOD-ONLY	N		1100
1051121	2015	BLOOD-ONLY	N		1100
1051121	2016	BLOOD-ONLY	N		1100
1061807	2013	ASH-ALL	N		1500
1061807	2014	ASH-ALL	N		1500
1061807	2015	ASH-ALL	N		1500
1061807	2016	ASH-ALL	N		1500
1051045	2013	ASH-ALL	N		1500
1051045	2014	ASH-ALL	N		1500
1051045	2015	ASH-ALL	N		1500
1051045	2016	ASH-ALL	N		1500
1079713	2013	BLOOD-ARCHIVE-ONLY	N		750
1079713	2014	BLOOD-ARCHIVE-ONLY	N		750
1079713	2015	BLOOD-ARCHIVE-ONLY	N		750
1079713	2016	BLOOD-ARCHIVE-ONLY	N		750
1050177	2013	BLOOD-ARCHIVE-ONLY	N		750
1050177	2014	BLOOD-ARCHIVE-ONLY	N		750
1050177	2015	BLOOD-ARCHIVE-ONLY	N		750
1050177	2016	BLOOD-ARCHIVE-ONLY	N		750
1056809	2013	BLOOD-ARCHIVE-ONLY	N		750
1056809	2014	BLOOD-ARCHIVE-ONLY	N		750
1056809	2015	BLOOD-ARCHIVE-ONLY	N		750
1056809	2016	BLOOD-ARCHIVE-ONLY	N		750
1048918	2013	BLOOD-ARCHIVE-ONLY	N		750
1048918	2014	BLOOD-ARCHIVE-ONLY	N		750
1048918	2015	BLOOD-ARCHIVE-ONLY	N		750
1048918	2016	BLOOD-ARCHIVE-ONLY	N		750
160540	2013	BLOOD-ARCHIVE-ONLY	N		750
160540	2014	BLOOD-ARCHIVE-ONLY	N		750
160540	2015	BLOOD-ARCHIVE-ONLY	N		750
160540	2016	BLOOD-ARCHIVE-ONLY	N		750
1048833	2013	BLOOD-ONLY	N		1100
1048833	2014	BLOOD-ONLY	N		1100
1048833	2015	BLOOD-ONLY	N		1100
1048833	2016	BLOOD-ONLY	N		1100
1051598	2013	BLOOD-ARCHIVE-ONLY	N		750
1051598	2014	BLOOD-ARCHIVE-ONLY	N		750
1051598	2015	BLOOD-ARCHIVE-ONLY	N		750
1051598	2016	BLOOD-ARCHIVE-ONLY	N		750
1047313	2013	BLOOD-ONLY	N		1100
1047313	2014	BLOOD-ONLY	N		1100
1047313	2015	BLOOD-ONLY	N		1100
1047313	2016	BLOOD-ONLY	N		1100
268241	2013	ASH-ALL	N		1500
268241	2014	ASH-ALL	N		1500
268241	2015	ASH-ALL	N		1500
268241	2016	ASH-ALL	N		1500
1109224	2013	BLOOD-ARCHIVE-ONLY	N		750
1109224	2014	BLOOD-ARCHIVE-ONLY	N		750
1109224	2015	BLOOD-ARCHIVE-ONLY	N		750
1109224	2016	BLOOD-ARCHIVE-ONLY	N		750
1049445	2013	BLOOD-ARCHIVE-ONLY	N		750
1049445	2014	BLOOD-ARCHIVE-ONLY	N		750
1049445	2015	BLOOD-ARCHIVE-ONLY	N		750
1049445	2016	BLOOD-ARCHIVE-ONLY	N		750
1058178	2013	ASH-ALL	N		1500
1058178	2014	ASH-ALL	N		1500
1058178	2015	ASH-ALL	N		1500
1058178	2016	ASH-ALL	N		1500
1048242	2013	BLOOD-ARCHIVE-ONLY	N		750
1048242	2014	BLOOD-ARCHIVE-ONLY	N		750
1048242	2015	BLOOD-ARCHIVE-ONLY	N		750
1048242	2016	BLOOD-ARCHIVE-ONLY	N		750
1047223	2013	ASH-ALL	N		1500
1047223	2014	ASH-ALL	N		1500
1047223	2015	ASH-ALL	N		1500
1047223	2016	ASH-ALL	N		1500
1049496	2013	BLOOD-ARCHIVE-ONLY	N		750
1049496	2014	BLOOD-ARCHIVE-ONLY	N		750
1049496	2015	BLOOD-ARCHIVE-ONLY	N		750
1049496	2016	BLOOD-ARCHIVE-ONLY	N		750
1050102	2013	BLOOD-ARCHIVE-ONLY	N		750
1050102	2014	BLOOD-ARCHIVE-ONLY	N		750
1050102	2015	BLOOD-ARCHIVE-ONLY	N		750
1050102	2016	BLOOD-ARCHIVE-ONLY	N		750
443771	2013	BLOOD-ONLY	N		1100
443771	2014	BLOOD-ONLY	N		1100
443771	2015	BLOOD-ONLY	N		1100
443771	2016	BLOOD-ONLY	N		1100
1048489	2013	ASH-ALL	N		1500
1048489	2014	ASH-ALL	N		1500
1048489	2015	ASH-ALL	N		1500
1048489	2016	ASH-ALL	N		1500
1050198	2013	ASH-ALL	N		1500
1050198	2014	ASH-ALL	N		1500
1050198	2015	ASH-ALL	N		1500
1050198	2016	ASH-ALL	N		1500
1049492	2013	BLOOD-ONLY	N		1100
1049492	2014	BLOOD-ONLY	N		1100
1049492	2015	BLOOD-ONLY	N		1100
1049492	2016	BLOOD-ONLY	N		1100
1047324	2013	BLOOD-ONLY	N		1100
1047324	2014	BLOOD-ONLY	N		1100
1047324	2015	BLOOD-ONLY	N		1100
1047324	2016	BLOOD-ONLY	N		1100
1056527	2013	BLOOD-ONLY	N		1100
1056527	2014	BLOOD-ONLY	N		1100
1056527	2015	BLOOD-ONLY	N		1100
1056527	2016	BLOOD-ONLY	N		1100
1050057	2013	ASH-ALL	N		1500
1050057	2014	ASH-ALL	N		1500
1050057	2015	ASH-ALL	N		1500
1050057	2016	ASH-ALL	N		1500
1048436	2013	BLOOD-ARCHIVE-ONLY	N		750
1048436	2014	BLOOD-ARCHIVE-ONLY	N		750
1048436	2015	BLOOD-ARCHIVE-ONLY	N		750
1048436	2016	BLOOD-ARCHIVE-ONLY	N		750
1047326	2013	BLOOD-ONLY	N		1100
1047326	2014	BLOOD-ONLY	N		1100
1047326	2015	BLOOD-ONLY	N		1100
1047326	2016	BLOOD-ONLY	N		1100
141071	2013	BLOOD-ONLY	N		1100
141071	2014	BLOOD-ONLY	N		1100
141071	2015	BLOOD-ONLY	N		1100
141071	2016	BLOOD-ONLY	N		1100
1047647	2013	BLOOD-ONLY	N		1100
1047647	2014	BLOOD-ONLY	N		1100
1047647	2015	BLOOD-ONLY	N		1100
1047647	2016	BLOOD-ONLY	N		1100
1050914	2013	BLOOD-ARCHIVE-ONLY	N		750
1050914	2014	BLOOD-ARCHIVE-ONLY	N		750
1050914	2015	BLOOD-ARCHIVE-ONLY	N		750
1050914	2016	BLOOD-ARCHIVE-ONLY	N		750
364700	2013	BLOOD-ONLY	N		1100
364700	2014	BLOOD-ONLY	N		1100
364700	2015	BLOOD-ONLY	N		1100
364700	2016	BLOOD-ONLY	N		1100
1047835	2013	BLOOD-ONLY	N		1100
1047835	2014	BLOOD-ONLY	N		1100
1047835	2015	BLOOD-ONLY	N		1100
1047835	2016	BLOOD-ONLY	N		1100
1048240	2013	BLOOD-ARCHIVE-ONLY	N		750
1048240	2014	BLOOD-ARCHIVE-ONLY	N		750
1048240	2015	BLOOD-ARCHIVE-ONLY	N		750
1048240	2016	BLOOD-ARCHIVE-ONLY	N		750
1068246	2013	BLOOD-ARCHIVE-ONLY	N		750
1068246	2014	BLOOD-ARCHIVE-ONLY	N		750
1068246	2015	BLOOD-ARCHIVE-ONLY	N		750
1068246	2016	BLOOD-ARCHIVE-ONLY	N		750
1059796	2013	BLOOD-ONLY	N		1100
1059796	2014	BLOOD-ONLY	N		1100
1059796	2015	BLOOD-ONLY	N		1100
1059796	2016	BLOOD-ONLY	N		1100
1049831	2013	ASH-ALL	N		1500
1049831	2014	ASH-ALL	N		1500
1049831	2015	ASH-ALL	N		1500
1049831	2016	ASH-ALL	N		1500
136821	2013	BLOOD-ONLY	N		1100
136821	2014	BLOOD-ONLY	N		1100
136821	2015	BLOOD-ONLY	N		1100
136821	2016	BLOOD-ONLY	N		1100
1050616	2013	BLOOD-ARCHIVE-ONLY	N		750
1050616	2014	BLOOD-ARCHIVE-ONLY	N		750
1050616	2015	BLOOD-ARCHIVE-ONLY	N		750
1050616	2016	BLOOD-ARCHIVE-ONLY	N		750
1048316	2014	BLOOD-ONLY	N		1100
1048316	2015	BLOOD-ONLY	N		1100
1048316	2016	ASH-ALL	N		1500
1052285	2013	BLOOD-ARCHIVE-ONLY	N		750
1052285	2014	BLOOD-ARCHIVE-ONLY	N		750
1052285	2015	BLOOD-ARCHIVE-ONLY	N		750
1052285	2016	BLOOD-ARCHIVE-ONLY	N		750
1050329	2013	BLOOD-ONLY	N		1100
1050329	2014	BLOOD-ONLY	N		1100
1050329	2015	BLOOD-ONLY	N		1100
1050329	2016	BLOOD-ONLY	N		1100
1050124	2013	BLOOD-ONLY	N		1100
1050124	2014	BLOOD-ONLY	N		1100
1050124	2015	BLOOD-ONLY	N		1100
1050124	2016	BLOOD-ONLY	N		1100
1050093	2013	BLOOD-ARCHIVE-ONLY	N		750
1050093	2014	BLOOD-ARCHIVE-ONLY	N		750
1050093	2015	BLOOD-ARCHIVE-ONLY	N		750
1050093	2016	BLOOD-ARCHIVE-ONLY	N		750
1051323	2013	ASH-ALL	N		1500
1051323	2014	ASH-ALL	N		1500
1051323	2015	ASH-ALL	N		1500
1051323	2016	ASH-ALL	N		1500
1049289	2013	ASH-ALL	N		1500
1049289	2014	ASH-ALL	N		1500
1049289	2015	ASH-ALL	N		1500
1049289	2016	ASH-ALL	N		1500
1240268	2014	BLOOD-ARCHIVE-ONLY	N		750
1240268	2015	BLOOD-ARCHIVE-ONLY	N		750
1240268	2016	BLOOD-ARCHIVE-ONLY	N		750
1050006	2013	BLOOD-ARCHIVE-ONLY	N		750
1050006	2014	BLOOD-ARCHIVE-ONLY	N		750
1050006	2015	BLOOD-ARCHIVE-ONLY	N		750
1050006	2016	BLOOD-ARCHIVE-ONLY	N		750
1050380	2013	BLOOD-ONLY	N		1100
1050380	2014	BLOOD-ONLY	N		1100
1050380	2015	BLOOD-ONLY	N		1100
1050380	2016	BLOOD-ONLY	N		1100
1050258	2013	BLOOD-ONLY	N		1100
1050258	2014	BLOOD-ONLY	N		1100
1050258	2015	BLOOD-ONLY	N		1100
1050258	2016	BLOOD-ONLY	N		1100
1049813	2013	BLOOD-ARCHIVE-ONLY	N		750
1049813	2014	BLOOD-ARCHIVE-ONLY	N		750
1049813	2015	BLOOD-ARCHIVE-ONLY	N		750
1049813	2016	BLOOD-ARCHIVE-ONLY	N		750
1050480	2013	BLOOD-ONLY	N		1100
1050480	2014	BLOOD-ONLY	N		1100
1050480	2015	BLOOD-ONLY	N		1100
1050480	2016	BLOOD-ONLY	N		1100
1052022	2013	BLOOD-ONLY	N		1100
1052022	2014	BLOOD-ONLY	N		1100
1052022	2015	BLOOD-ONLY	N		1100
1052022	2016	BLOOD-ONLY	N		1100
1050166	2016	BLOOD-ARCHIVE-ONLY	N		750
1050907	2013	BLOOD-ARCHIVE-ONLY	N		750
1050907	2014	BLOOD-ARCHIVE-ONLY	N		750
1050907	2015	BLOOD-ARCHIVE-ONLY	N		750
1050907	2016	BLOOD-ARCHIVE-ONLY	N		750
1049011	2013	ASH-ALL	N		1500
1049011	2014	ASH-ALL	N		1500
1049011	2015	ASH-ALL	N		1500
1049011	2016	ASH-ALL	N		1500
1051445	2013	BLOOD-ONLY	N		1100
1051445	2014	BLOOD-ONLY	N		1100
1051445	2015	BLOOD-ONLY	N		1100
1051445	2016	BLOOD-ONLY	N		1100
1048214	2016	ASH-ALL	N		1500
1050977	2013	ASH-ALL	N		1500
1050977	2014	ASH-ALL	N		1500
1050977	2015	ASH-ALL	N		1500
1050977	2016	ASH-ALL	N		1500
1046366	2013	BLOOD-ARCHIVE-ONLY	N		750
1046366	2014	BLOOD-ARCHIVE-ONLY	N		750
1046366	2015	BLOOD-ARCHIVE-ONLY	N		750
1046366	2016	BLOOD-ARCHIVE-ONLY	N		750
1077083	2013	BLOOD-ARCHIVE-ONLY	N		750
1077083	2014	BLOOD-ARCHIVE-ONLY	N		750
1077083	2015	BLOOD-ARCHIVE-ONLY	N		750
1077083	2016	BLOOD-ARCHIVE-ONLY	N		750
1050602	2013	BLOOD-ONLY	N		1100
1050602	2014	BLOOD-ONLY	N		1100
1050602	2015	BLOOD-ONLY	N		1100
1050602	2016	BLOOD-ONLY	N		1100
1050037	2013	ASH-ALL	N		1500
1050037	2014	ASH-ALL	N		1500
1050037	2015	ASH-ALL	N		1500
1050037	2016	ASH-ALL	N		1500
1049960	2013	BLOOD-ARCHIVE-ONLY	N		750
1049960	2014	BLOOD-ARCHIVE-ONLY	N		750
1049960	2015	BLOOD-ARCHIVE-ONLY	N		750
1049960	2016	BLOOD-ARCHIVE-ONLY	N		750
1050354	2013	BLOOD-ARCHIVE-ONLY	N		750
1050354	2014	BLOOD-ARCHIVE-ONLY	N		750
1050354	2015	BLOOD-ARCHIVE-ONLY	N		750
1050354	2016	BLOOD-ARCHIVE-ONLY	N		750
1049356	2013	ASH-ALL	N		1500
1049356	2014	ASH-ALL	N		1500
1049356	2015	ASH-ALL	N		1500
1049356	2016	ASH-ALL	N		1500
1050153	2013	BLOOD-ONLY	N		1100
1050153	2014	BLOOD-ONLY	N		1100
1050153	2015	BLOOD-ONLY	N		1100
1050153	2016	BLOOD-ONLY	N		1100
1063142	2013	BLOOD-ARCHIVE-ONLY	N		750
1063142	2014	BLOOD-ARCHIVE-ONLY	N		750
1063142	2015	BLOOD-ARCHIVE-ONLY	N		750
1063142	2016	BLOOD-ARCHIVE-ONLY	N		750
1051487	2013	BLOOD-ONLY	N		1100
1051487	2014	BLOOD-ONLY	N		1100
1051487	2015	BLOOD-ONLY	N		1100
1051487	2016	BLOOD-ONLY	N		1100
503614	2013	BLOOD-ARCHIVE-ONLY	N		750
503614	2014	BLOOD-ARCHIVE-ONLY	N		750
503614	2015	BLOOD-ARCHIVE-ONLY	N		750
503614	2016	BLOOD-ARCHIVE-ONLY	N		750
1048944	2013	ASH-ALL	N		1500
1048944	2014	ASH-ALL	N		1500
1048944	2015	ASH-ALL	N		1500
1048944	2016	ASH-ALL	N		1500
440376	2013	BLOOD-ONLY	N		1100
440376	2014	BLOOD-ONLY	N		1100
440376	2015	BLOOD-ONLY	N		1100
440376	2016	BLOOD-ONLY	N		1100
1048041	2013	BLOOD-ONLY	N		1100
1048041	2014	BLOOD-ONLY	N		1100
1048041	2015	BLOOD-ONLY	N		1100
1048041	2016	BLOOD-ONLY	N		1100
1109118	2013	BLOOD-ARCHIVE-ONLY	N		750
1109118	2014	BLOOD-ARCHIVE-ONLY	N		750
1109118	2015	BLOOD-ARCHIVE-ONLY	N		750
1109118	2016	BLOOD-ARCHIVE-ONLY	N		750
1056731	2013	BLOOD-ONLY	N		1100
1056731	2014	BLOOD-ONLY	N		1100
1056731	2015	BLOOD-ONLY	N		1100
1056731	2016	BLOOD-ONLY	N		1100
1017724	2013	BLOOD-ONLY	N		1100
1017724	2014	BLOOD-ONLY	N		1100
1017724	2015	BLOOD-ONLY	N		1100
1017724	2016	BLOOD-ONLY	N		1100
1050266	2013	ASH-ALL	N		1500
1050266	2014	ASH-ALL	N		1500
1050266	2015	ASH-ALL	N		1500
1050266	2016	ASH-ALL	N		1500
1051459	2013	BLOOD-ONLY	N		1100
1051459	2014	BLOOD-ONLY	N		1100
1051459	2015	BLOOD-ONLY	N		1100
1051459	2016	BLOOD-ONLY	N		1100
1050296	2013	BLOOD-ONLY	N		1100
1050296	2014	BLOOD-ONLY	N		1100
1050296	2015	BLOOD-ONLY	N		1100
1050296	2016	BLOOD-ONLY	N		1100
1047766	2013	BLOOD-ARCHIVE-ONLY	N		750
1047766	2014	BLOOD-ARCHIVE-ONLY	N		750
1047766	2015	BLOOD-ARCHIVE-ONLY	N		750
1047766	2016	BLOOD-ARCHIVE-ONLY	N		750
452830	2013	BLOOD-ARCHIVE-ONLY	N		750
452830	2014	BLOOD-ARCHIVE-ONLY	N		750
452830	2015	BLOOD-ARCHIVE-ONLY	N		750
452830	2016	BLOOD-ARCHIVE-ONLY	N		750
1117010	2013	BLOOD-ONLY	N		1100
1117010	2014	BLOOD-ONLY	N		1100
1117010	2015	BLOOD-ONLY	N		1100
1117010	2016	BLOOD-ONLY	N		1100
1051602	2013	BLOOD-ONLY	N		1100
1051602	2014	BLOOD-ONLY	N		1100
1051602	2015	BLOOD-ONLY	N		1100
1051602	2016	BLOOD-ONLY	N		1100
1049810	2013	BLOOD-ARCHIVE-ONLY	N		750
1049810	2014	BLOOD-ARCHIVE-ONLY	N		750
1049810	2015	BLOOD-ARCHIVE-ONLY	N		750
1049810	2016	BLOOD-ARCHIVE-ONLY	N		750
150332	2013	BLOOD-ARCHIVE-ONLY	N		750
150332	2014	BLOOD-ARCHIVE-ONLY	N		750
150332	2015	BLOOD-ARCHIVE-ONLY	N		750
150332	2016	BLOOD-ARCHIVE-ONLY	N		750
1049511	2013	ASH-ALL	N		1500
1049511	2014	ASH-ALL	N		1500
1049511	2015	ASH-ALL	N		1500
1049511	2016	ASH-ALL	N		1500
1051083	2013	BLOOD-ONLY	N		1100
1051083	2014	BLOOD-ONLY	N		1100
1051083	2015	BLOOD-ONLY	N		1100
1051083	2016	BLOOD-ONLY	N		1100
1048481	2013	BLOOD-ONLY	N		1100
1048481	2014	BLOOD-ONLY	N		1100
1048481	2015	BLOOD-ONLY	N		1100
1048481	2016	BLOOD-ONLY	N		1100
1047120	2013	BLOOD-ONLY	N		1100
1047120	2014	BLOOD-ONLY	N		1100
1047120	2015	BLOOD-ONLY	N		1100
1047120	2016	BLOOD-ONLY	N		1100
1050268	2014	ASH-ALL	N		1500
1050268	2015	ASH-ALL	N		1500
1050268	2016	ASH-ALL	N		1500
1049534	2013	BLOOD-ARCHIVE-ONLY	N		750
1049534	2014	BLOOD-ARCHIVE-ONLY	N		750
1049534	2015	BLOOD-ARCHIVE-ONLY	N		750
1049534	2016	BLOOD-ARCHIVE-ONLY	N		750
1051689	2013	BLOOD-ARCHIVE-ONLY	N		750
1051689	2014	BLOOD-ARCHIVE-ONLY	N		750
1051689	2015	BLOOD-ARCHIVE-ONLY	N		750
1051689	2016	BLOOD-ARCHIVE-ONLY	N		750
1050769	2013	BLOOD-ARCHIVE-ONLY	N		750
1050769	2014	BLOOD-ARCHIVE-ONLY	N		750
1050769	2015	BLOOD-ARCHIVE-ONLY	N		750
1050769	2016	BLOOD-ARCHIVE-ONLY	N		750
450857	2013	BLOOD-ARCHIVE-ONLY	N		750
450857	2014	BLOOD-ARCHIVE-ONLY	N		750
450857	2015	BLOOD-ARCHIVE-ONLY	N		750
450857	2016	BLOOD-ARCHIVE-ONLY	N		750
147382	2013	BLOOD-ARCHIVE-ONLY	N		750
147382	2014	BLOOD-ARCHIVE-ONLY	N		750
147382	2015	BLOOD-ARCHIVE-ONLY	N		750
147382	2016	BLOOD-ARCHIVE-ONLY	N		750
1051580	2013	BLOOD-ONLY	N		1100
1051580	2014	BLOOD-ONLY	N		1100
1051580	2015	BLOOD-ONLY	N		1100
1051580	2016	BLOOD-ONLY	N		1100
1050194	2013	BLOOD-ONLY	N		1100
1050194	2014	BLOOD-ONLY	N		1100
1050194	2015	BLOOD-ONLY	N		1100
1050194	2016	BLOOD-ONLY	N		1100
1051535	2013	BLOOD-ONLY	N		1100
1051535	2014	BLOOD-ONLY	N		1100
1051535	2015	BLOOD-ONLY	N		1100
1051535	2016	BLOOD-ONLY	N		1100
307081	2013	BLOOD-ARCHIVE-ONLY	N		750
307081	2014	BLOOD-ARCHIVE-ONLY	N		750
307081	2015	BLOOD-ARCHIVE-ONLY	N		750
307081	2016	BLOOD-ARCHIVE-ONLY	N		750
140168	2013	ASH-ALL	N		1500
140168	2014	ASH-ALL	N		1500
140168	2015	ASH-ALL	N		1500
140168	2016	ASH-ALL	N		1500
1049934	2013	BLOOD-ONLY	N		1100
1049934	2014	BLOOD-ONLY	N		1100
1049934	2015	BLOOD-ONLY	N		1100
1049934	2016	BLOOD-ONLY	N		1100
1049463	2013	ASH-ALL	N		1500
1049463	2014	ASH-ALL	N		1500
1049463	2015	ASH-ALL	N		1500
1049463	2016	ASH-ALL	N		1500
1048599	2013	BLOOD-ARCHIVE-ONLY	N		750
1048599	2014	BLOOD-ARCHIVE-ONLY	N		750
1048599	2015	BLOOD-ARCHIVE-ONLY	N		750
1048599	2016	BLOOD-ARCHIVE-ONLY	N		750
1050147	2013	BLOOD-ONLY	N		1100
1050147	2014	BLOOD-ONLY	N		1100
1050147	2015	BLOOD-ONLY	N		1100
1050147	2016	BLOOD-ONLY	N		1100
1048690	2013	BLOOD-ARCHIVE-ONLY	N		750
1048690	2014	BLOOD-ARCHIVE-ONLY	N		750
1048690	2015	BLOOD-ARCHIVE-ONLY	N		750
1048690	2016	BLOOD-ARCHIVE-ONLY	N		750
1049214	2013	ASH-ALL	N		1500
1049214	2014	ASH-ALL	N		1500
1049214	2015	ASH-ALL	N		1500
1049214	2016	ASH-ALL	N		1500
1051093	2013	BLOOD-ONLY	N		1100
1051093	2014	BLOOD-ONLY	N		1100
1051093	2015	BLOOD-ONLY	N		1100
1051093	2016	BLOOD-ONLY	N		1100
1050105	2013	BLOOD-ARCHIVE-ONLY	N		750
1050105	2014	BLOOD-ARCHIVE-ONLY	N		750
1050105	2015	BLOOD-ARCHIVE-ONLY	N		750
1050105	2016	BLOOD-ARCHIVE-ONLY	N		750
1050097	2013	ASH-ALL	N		1500
1050097	2014	ASH-ALL	N		1500
1050097	2015	ASH-ALL	N		1500
1050097	2016	ASH-ALL	N		1500
1047630	2013	ASH-ALL	N		1500
1047630	2014	ASH-ALL	N		1500
1047630	2015	ASH-ALL	N		1500
1047630	2016	ASH-ALL	N		1500
507659	2013	BLOOD-ONLY	N		1100
507659	2014	BLOOD-ONLY	N		1100
507659	2015	BLOOD-ONLY	N		1100
507659	2016	BLOOD-ONLY	N		1100
1049197	2013	ASH-ALL	N		1500
1049197	2014	ASH-ALL	N		1500
1049197	2015	ASH-ALL	N		1500
1049197	2016	ASH-ALL	N		1500
314509	2013	ASH-ALL	N		1500
314509	2014	ASH-ALL	N		1500
314509	2015	ASH-ALL	N		1500
314509	2016	ASH-ALL	N		1500
1050375	2013	BLOOD-ONLY	N		1100
1050375	2014	BLOOD-ONLY	N		1100
1050375	2015	BLOOD-ONLY	N		1100
1050375	2016	BLOOD-ONLY	N		1100
1048688	2013	BLOOD-ONLY	N		1100
1048688	2014	BLOOD-ONLY	N		1100
1048688	2015	BLOOD-ONLY	N		1100
1048688	2016	BLOOD-ONLY	N		1100
508061	2013	BLOOD-ARCHIVE-ONLY	N		750
508061	2014	BLOOD-ARCHIVE-ONLY	N		750
508061	2015	BLOOD-ARCHIVE-ONLY	N		750
508061	2016	BLOOD-ARCHIVE-ONLY	N		750
445019	2013	BLOOD-ONLY	N		1100
445019	2014	BLOOD-ONLY	N		1100
445019	2015	BLOOD-ONLY	N		1100
445019	2016	BLOOD-ONLY	N		1100
1001764	2013	BLOOD-ONLY	N		1100
1001764	2014	BLOOD-ONLY	N		1100
1001764	2015	BLOOD-ONLY	N		1100
1001764	2016	BLOOD-ONLY	N		1100
1051526	2013	BLOOD-ONLY	N		1100
1051526	2014	BLOOD-ONLY	N		1100
1051526	2015	BLOOD-ONLY	N		1100
1051526	2016	BLOOD-ONLY	N		1100
1046328	2013	ASH-ALL	N		1500
1046328	2014	ASH-ALL	N		1500
1046328	2015	ASH-ALL	N		1500
1046328	2016	ASH-ALL	N		1500
518351	2013	ASH-ALL	N		1500
518351	2014	ASH-ALL	N		1500
518351	2015	ASH-ALL	N		1500
518351	2016	ASH-ALL	N		1500
1047606	2013	BLOOD-ONLY	N		1100
1047606	2014	BLOOD-ONLY	N		1100
1047606	2015	BLOOD-ONLY	N		1100
1047606	2016	BLOOD-ONLY	N		1100
1049918	2013	BLOOD-ARCHIVE-ONLY	N		750
1049918	2014	BLOOD-ARCHIVE-ONLY	N		750
1049918	2015	BLOOD-ARCHIVE-ONLY	N		750
1049918	2016	BLOOD-ARCHIVE-ONLY	N		750
1047190	2013	BLOOD-ONLY	N		1100
1047190	2014	BLOOD-ONLY	N		1100
1047190	2015	BLOOD-ONLY	N		1100
1047190	2016	BLOOD-ONLY	N		1100
1049497	2013	BLOOD-ONLY	N		1100
1049497	2014	BLOOD-ONLY	N		1100
1049497	2015	BLOOD-ONLY	N		1100
1049497	2016	BLOOD-ONLY	N		1100
1062003	2013	ASH-ALL	N		1500
1062003	2014	ASH-ALL	N		1500
1062003	2015	ASH-ALL	N		1500
1062003	2016	ASH-ALL	N		1500
453163	2013	ASH-ALL	N		1500
453163	2014	ASH-ALL	N		1500
453163	2015	ASH-ALL	N		1500
453163	2016	ASH-ALL	N		1500
1047534	2013	BLOOD-ARCHIVE-ONLY	N		750
1047534	2014	BLOOD-ARCHIVE-ONLY	N		750
1047534	2015	BLOOD-ARCHIVE-ONLY	N		750
1047534	2016	BLOOD-ARCHIVE-ONLY	N		750
1047540	2013	BLOOD-ONLY	N		1100
1047540	2014	BLOOD-ONLY	N		1100
1047540	2015	BLOOD-ONLY	N		1100
1047540	2016	BLOOD-ONLY	N		1100
1048560	2013	ASH-ALL	N		1500
1048560	2014	ASH-ALL	N		1500
1048560	2015	ASH-ALL	N		1500
1048560	2016	ASH-ALL	N		1500
1050685	2013	ASH-ALL	N		1500
1050685	2014	ASH-ALL	N		1500
1050685	2015	ASH-ALL	N		1500
1050685	2016	ASH-ALL	N		1500
1047703	2013	ASH-ALL	N		1500
1047703	2014	ASH-ALL	N		1500
1047703	2015	ASH-ALL	N		1500
1047703	2016	ASH-ALL	N		1500
1046231	2013	BLOOD-ARCHIVE-ONLY	N		750
1046231	2014	BLOOD-ARCHIVE-ONLY	N		750
1046231	2015	BLOOD-ARCHIVE-ONLY	N		750
1046231	2016	BLOOD-ARCHIVE-ONLY	N		750
1048541	2013	BLOOD-ONLY	N		1100
1048541	2014	BLOOD-ONLY	N		1100
1048541	2015	BLOOD-ONLY	N		1100
1048541	2016	BLOOD-ONLY	N		1100
1051452	2014	BLOOD-ONLY	N		1100
1051452	2015	BLOOD-ONLY	N		1100
1051452	2016	BLOOD-ONLY	N		1100
1051666	2013	ASH-ALL	N		1500
1051666	2014	ASH-ALL	N		1500
1051666	2015	ASH-ALL	N		1500
1051666	2016	ASH-ALL	N		1500
1051536	2013	BLOOD-ARCHIVE-ONLY	N		750
1051536	2014	BLOOD-ARCHIVE-ONLY	N		750
1051536	2015	BLOOD-ARCHIVE-ONLY	N		750
1051536	2016	BLOOD-ARCHIVE-ONLY	N		750
1050554	2013	ASH-ALL	N		1500
1050554	2014	ASH-ALL	N		1500
1050554	2015	ASH-ALL	N		1500
1050554	2016	ASH-ALL	N		1500
